ID,Title,StateID,Latitude,Longitude,DeprivationFactor,WeatherFactor,DistanceKm
903,چابكسر,25,36.9746398925781,50.5547218322754,0,0,1003.69
904,چاف وچمخاله,25,37.2164649963379,50.2256584167481,0,0,1053.449
905,چوبر,25,37.0896263122559,49.4218254089356,0,0,1276.019
906,حويق,25,38.1542205810547,48.8903465270996,0,0,1390.379
907,خشكبيجار,25,37.3741455078125,49.7586975097656,0,0,1267.095
908,خمام,25,37.3821525573731,49.6518440246582,0,0,1266.768
909,ديلمان,25,36.8835411071777,49.9071426391602,0,0,1240.873
910,رانكوه,25,37.0497741699219,50.2364845275879,0,0,1041.067
911,رحيم آباد,25,37.0331649780273,50.3370513916016,0,0,1028.665
912,رستم آباد,25,36.8840713500977,49.4915733337402,0,0,1207.059
913,رشت,25,37.2841453552246,49.5904083251953,0,0,1253.679
914,رضوانشهر ,25,37.5505561828613,49.1397018432617,0,0,1310.06
915,رودبار ,25,36.8066596984863,49.4189758300781,0,0,1187.325
916,رودبنه,25,37.256591796875,50.0082054138184,0,0,1066.07
917,رودسر,25,37.1326484680176,50.3002548217773,0,0,1031.534
918,سنگر,25,37.179141998291,49.6977157592773,0,0,1241.755
919,سياهكل,25,37.1510925292969,49.872371673584,0,0,1257.928
920,شفت,25,37.1638145446777,49.4030914306641,0,0,1264.615
921,شلمان,25,37.1599006652832,50.2166519165039,0,0,1040.157
922,صومعه سرا,25,37.3028335571289,49.3201217651367,0,0,1276.18
923,فومن,25,37.225700378418,49.3110008239746,0,0,1269.474
924,كلاچاي,25,37.0746803283691,50.3994026184082,0,0,1019.831
925,كوچصفهان,25,37.2771644592285,49.7681388854981,0,0,1256.004
926,كومله,25,37.1506271362305,50.1761817932129,0,0,1047.792
927,كياشهر,25,37.4223365783691,49.930534362793,0,0,1090.724
